date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-08-11 07:00:00,10.04699993133545,5.357999801635742,6.894000053405763,3.838000059127808,3.1679999828338623,1.4320000410079956,29.334999084472656
2016-11-24 00:00:00,10.180999755859377,3.95199990272522,8.173000335693361,3.4470000267028813,1.4010000228881836,0.3050000071525574,2.532000064849853
2017-06-12 01:00:00,9.041999816894531,1.807999968528748,6.681000232696532,1.5640000104904177,1.8279999494552608,-0.7310000061988831,15.053999900817873
2016-08-08 07:00:00,11.654999732971191,5.827000141143799,9.20400047302246,4.0869998931884775,2.984999895095825,1.2489999532699585,33.415000915527344
2017-09-19 21:00:00,6.89900016784668,-1.875,4.051000118255615,-3.838000059127808,2.8329999446868896,1.2489999532699585,13.857999801635742
2017-10-30 14:00:00,-12.524999618530272,5.960999965667725,-15.031000137329102,4.0869998931884775,2.6800000667572017,1.2790000438690186,11.326000213623049
2016-07-07 21:00:00,10.449000358581545,3.282000064849853,7.10699987411499,1.2790000438690186,3.594000101089477,1.7059999704360962,33.625999450683594
2018-04-03 03:00:00,14.803000450134276,5.559000015258789,9.913999557495115,3.4820001125335693,4.7820000648498535,1.309999942779541,9.145000457763672
2018-05-31 11:00:00,15.338000297546388,5.827000141143799,10.30500030517578,3.1630001068115234,4.477000236511231,1.5230000019073486,10.41100025177002
2017-07-16 21:00:00,16.67799949645996,0.6700000166893005,10.270000457763672,-1.350000023841858,6.304999828338622,1.218000054359436,23.636999130249023
2017-01-08 10:00:00,10.04699993133545,1.5410000085830688,6.787000179290772,-0.675000011920929,3.38100004196167,1.3400000333786009,5.205999851226807
2018-03-28 15:00:00,-11.45400047302246,2.746000051498413,-13.07699966430664,1.24399995803833,1.9800000190734863,0.9139999747276306,12.592000007629396
2017-11-11 10:00:00,-8.371999740600586,3.549999952316284,-11.833000183105469,1.2079999446868896,3.075999975204468,1.4320000410079956,7.0349998474121085
2018-04-29 09:00:00,-0.06700000166893,1.406999945640564,-2.594000101089477,0.2129999995231628,2.650000095367432,1.2489999532699585,12.661999702453612
2016-10-27 18:00:00,8.572999954223633,3.2149999141693115,5.578999996185303,1.7769999504089355,2.9549999237060547,1.156999945640564,15.47599983215332
2018-01-15 12:00:00,-13.597000122070312,3.282000064849853,-17.37700080871582,0.8529999852180481,3.1070001125335693,1.218000054359436,5.627999782562256
2018-06-26 01:00:00,16.945999145507812,5.960999965667725,11.76200008392334,3.4820001125335693,5.421999931335449,1.6449999809265137,9.637999534606934
2017-11-26 07:00:00,13.060999870300291,4.3540000915527335,9.630000114440918,2.7720000743865967,3.928999900817871,1.4010000228881836,6.894000053405763
2018-02-25 00:00:00,7.099999904632568,0.1340000033378601,5.046000003814697,-0.5690000057220459,1.9490000009536743,0.4259999990463257,3.86899995803833
2018-03-23 03:00:00,13.663999557495115,4.956999778747559,9.48799991607666,2.9140000343322754,4.324999809265137,1.218000054359436,8.722999572753906
2017-01-02 20:00:00,8.572999954223633,-1.1390000581741333,5.89900016784668,-2.309999942779541,2.740999937057495,0.609000027179718,13.857999801635742
2018-01-29 19:00:00,17.214000701904293,2.344000101089477,11.583999633789062,0.7459999918937683,5.573999881744385,0.6700000166893005,1.4769999980926514
2017-09-19 17:00:00,7.903999805450439,-0.4690000116825104,4.90399980545044,-1.812000036239624,3.1070001125335693,1.097000002861023,16.108999252319336
2017-04-02 23:00:00,11.520999908447266,1.807999968528748,9.559000015258787,0.3549999892711639,1.9490000009536743,0.8830000162124634,14.069000244140623
2017-07-23 18:00:00,11.45400047302246,1.807999968528748,5.6500000953674325,-0.2129999995231628,5.787000179290772,1.6749999523162842,24.62100028991699
2018-04-12 19:00:00,6.764999866485598,-1.3400000333786009,4.1579999923706055,-2.131999969482422,2.61899995803833,0.6700000166893005,5.3460001945495605
2017-06-19 18:00:00,6.966000080108643,0.2680000066757202,3.9800000190734863,0.3910000026226044,3.075999975204468,-0.3050000071525574,19.76799964904785
2017-08-16 03:00:00,12.524999618530272,1.6080000400543213,10.126999855041504,0.5690000057220459,2.4670000076293945,0.6700000166893005,16.391000747680664
2017-10-24 19:00:00,8.23900032043457,1.1390000581741333,4.192999839782715,-0.1780000030994415,3.532999992370605,1.065999984741211,11.395999908447266
2016-10-22 23:00:00,7.636000156402588,0.6700000166893005,5.756999969482423,1.4919999837875366,1.462000012397766,-0.8529999852180481,15.19499969482422
2017-02-22 05:00:00,12.458000183105469,0.9380000233650208,7.710999965667725,-0.9950000047683716,4.295000076293944,1.218000054359436,2.74399995803833
2017-11-14 07:00:00,14.333999633789062,4.75600004196167,11.229000091552734,2.9489998817443848,3.0460000038146973,1.097000002861023,7.597000122070312
2017-01-24 20:00:00,14.937000274658203,-0.8709999918937683,10.553999900817873,-2.2739999294281006,4.477000236511231,0.5789999961853027,6.683000087738037
2016-08-20 05:00:00,14.267000198364258,4.622000217437744,10.87399959564209,2.594000101089477,3.625,1.2790000438690186,33.55599975585937
2016-10-08 02:00:00,11.45400047302246,4.956999778747559,7.2849998474121085,3.3050000667572017,3.868000030517578,1.2790000438690186,18.21999931335449
2017-12-19 13:00:00,-9.845999717712402,2.9470000267028813,-12.508000373840332,1.065999984741211,2.9549999237060547,1.2489999532699585,4.64300012588501
2016-12-21 20:00:00,7.434999942779541,-1.0720000267028809,5.046000003814697,-2.203000068664551,2.375999927520752,0.5789999961853027,9.145000457763672
2017-06-03 04:00:00,11.45400047302246,4.019000053405762,7.071000099182129,2.38100004196167,4.751999855041504,1.6449999809265137,16.601999282836914
2017-11-27 12:00:00,-14.133000373840332,6.497000217437744,-17.625,4.263999938964844,2.650000095367432,1.309999942779541,5.065000057220459
2018-03-13 11:00:00,-13.597000122070312,3.617000102996826,-16.73699951171875,1.6349999904632568,3.015000104904175,1.065999984741211,10.833000183105469
2016-09-26 15:00:00,6.831999778747559,4.0859999656677255,4.796999931335449,2.486999988555908,2.193000078201294,0.975000023841858,27.15399932861328
